seqname	start	stop	strand	gene_id	gene_biotype	gene_name
18	10064401	10182045	-	ENSMUSG00000024290	protein_coding	Rock1
18	10145453	10145965	-	ENSMUSG00000058567	pseudogene	Gm2531
18	10150977	10151140	-	ENSMUSG00000095616	snRNA	Gm26244
18	10194441	10194781	-	ENSMUSG00000117510	processed_pseudogene	Gm50032
18	10197676	10198174	-	ENSMUSG00000117512	processed_pseudogene	Gm7156
18	10217043	10238921	+	ENSMUSG00000117492	transcribed_processed_pseudogene	Gm19052
18	10262207	10263285	+	ENSMUSG00000117552	processed_pseudogene	Gm5686
18	10307103	10307820	-	ENSMUSG00000117363	TEC	Gm50033
18	10325177	10562940	+	ENSMUSG00000042942	protein_coding	Greb1l
18	10365908	10366073	-	ENSMUSG00002076537	miRNA	Gm55189
18	10483087	10483465	-	ENSMUSG00000094111	processed_pseudogene	Nutf2-ps2
18	10551289	10551406	-	ENSMUSG00002075008	snoRNA	Gm55190
18	10566507	10610352	-	ENSMUSG00000024293	protein_coding	Esco1
18	10617775	10642079	+	ENSMUSG00000002477	protein_coding	Snrpd1
18	10642092	10706771	-	ENSMUSG00000002475	protein_coding	Abhd3
18	10706860	10711832	+	ENSMUSG00000097387	lncRNA	4930563E18Rik
18	10725548	10818704	+	ENSMUSG00000024294	protein_coding	Mib1
18	10757536	10757657	+	ENSMUSG00000087816	snoRNA	Gm25116
18	10782909	10782976	-	ENSMUSG00000065399	miRNA	Mir133a-1
18	10785446	10785567	+	ENSMUSG00000080662	miRNA	Mir1b
18	10785481	10785552	-	ENSMUSG00000106348	miRNA	Mir1a-2
18	10859680	10860433	+	ENSMUSG00000117593	processed_pseudogene	Gm18764
18	10928884	10931510	+	ENSMUSG00000117563	processed_pseudogene	Gm7575
18	11052064	11085635	+	ENSMUSG00000005836	protein_coding	Gata6
18	27049784	27051150	-	ENSMUSG00000117456	lncRNA	Gm49976
18	27061155	27061382	-	ENSMUSG00002076202	ribozyme	Gm55201
18	61600124	61600224	-	ENSMUSG00000089541	snRNA	Gm25834
18	61603296	61617678	-	ENSMUSG00000118229	lncRNA	Lncbate10
18	61617837	61622291	+	ENSMUSG00000117713	lncRNA	Gm46637
18	61624728	61669665	-	ENSMUSG00000045094	protein_coding	Arhgef37
18	61688345	61723132	+	ENSMUSG00000024576	protein_coding	Csnk1a1
18	61780896	61780965	-	ENSMUSG00000065592	miRNA	Mir145a
18	61782267	61782329	-	ENSMUSG00000065445	miRNA	Mir143
18	35087715	35089429	+	ENSMUSG00000120029	lncRNA	Gm56488
18	42407445	42408294	-	ENSMUSG00000117662	lncRNA	Gm4013
18	72818982	72858138	-	ENSMUSG00000117984	lncRNA	Gm31819
18	85089915	85101669	+	ENSMUSG00000118198	lncRNA	Gm50370
18	65377358	65385692	+	ENSMUSG00000118017	lncRNA	Gm29966
18	32200369	32201273	-	ENSMUSG00000120022	lncRNA	Gm56489
18	57058810	57061335	+	ENSMUSG00000119992	lncRNA	Gm34632
18	53165738	53166716	-	ENSMUSG00000120074	lncRNA	Gm56491
18	83651568	83656210	-	ENSMUSG00000118200	lncRNA	Gm31621
18	68531175	68699218	+	ENSMUSG00000117811	lncRNA	Gm29677
18	65017546	65021789	-	ENSMUSG00000114210	lncRNA	A330084C13Rik
18	49888779	49894654	+	ENSMUSG00000087020	lncRNA	Gm16283
18	67901369	67933041	-	ENSMUSG00000118134	lncRNA	4930549G23Rik
18	14464918	14467225	+	ENSMUSG00000117605	lncRNA	Gm50097
18	16170055	16248454	-	ENSMUSG00000120124	lncRNA	
18	84607916	84614997	+	ENSMUSG00000120353	lncRNA	Gm56492
18	33927889	33929050	+	ENSMUSG00000087590	lncRNA	Epb41l4aos
18	77817190	77820488	-	ENSMUSG00000097666	lncRNA	A330094K24Rik
18	61747529	61780560	+	ENSMUSG00000098098	lncRNA	Bvht
18	81967754	81970659	-	ENSMUSG00000120297	lncRNA	Gm30513
18	25887441	25912670	+	ENSMUSG00000120137	lncRNA	Gm56495
18	36691796	36693321	-	ENSMUSG00000119977	lncRNA	Gm56496
18	15327780	15409293	+	ENSMUSG00000117613	lncRNA	Gm2629
18	67906761	67907927	-	ENSMUSG00000097835	lncRNA	Gm26910
18	61392079	61393059	-	ENSMUSG00000091957	transcribed_processed_pseudogene	Rps2-ps10
18	35172208	35220712	-	ENSMUSG00000117727	lncRNA	Gm3587
18	15455423	15479256	-	ENSMUSG00000119962	lncRNA	Gm30230
18	61782696	61798608	-	ENSMUSG00000097324	lncRNA	Carmn
18	10987944	11052936	-	ENSMUSG00000097222	lncRNA	Gata6os
18	65548070	65548613	+	ENSMUSG00000118078	lncRNA	Gm50228
18	77913091	77917220	+	ENSMUSG00000120499	lncRNA	Gm56498
18	69891395	69912832	-	ENSMUSG00000120532	lncRNA	Gm31502
18	65171275	65173777	-	ENSMUSG00000120534	lncRNA	Gm56499
18	82777758	82777917	-	ENSMUSG00000120537	lncRNA	Gm56500
18	37292907	37311771	-	ENSMUSG00000097430	lncRNA	Gm10544
18	44794732	44809338	+	ENSMUSG00000097610	lncRNA	A930012L18Rik
18	68140624	68142800	+	ENSMUSG00000120583	lncRNA	Gm56501
18	24254676	24255330	+	ENSMUSG00000120613	lncRNA	Gm56502
18	61778949	61779750	-	ENSMUSG00000120623	lncRNA	Gm56503
18	55039980	55052486	+	ENSMUSG00000120640	lncRNA	Gm54030
18	38342825	38362216	+	ENSMUSG00000089983	lncRNA	2010320O07Rik
18	83825742	83846159	-	ENSMUSG00000118024	lncRNA	Gm50419
18	39672409	39781584	+	ENSMUSG00000118117	lncRNA	Gm30961
18	38371429	38383689	-	ENSMUSG00000097080	lncRNA	1700086O06Rik
18	65352616	65353901	-	ENSMUSG00000120682	lncRNA	Gm56505
18	10781718	10787714	-	ENSMUSG00000095438	lncRNA	Mir133a-1hg
18	4908916	4912273	+	ENSMUSG00000120077	lncRNA	Gm41659
18	45691125	45692400	-	ENSMUSG00000120742	lncRNA	Gm56506
18	35065184	35068507	+	ENSMUSG00000120539	lncRNA	Gm56507
18	61859455	61868995	+	ENSMUSG00000098702	lncRNA	1500015A07Rik
18	62313187	62337877	+	ENSMUSG00000054589	lncRNA	Gm9949
18	54555360	54586377	+	ENSMUSG00000096982	lncRNA	Redrum
18	12389245	12393168	+	ENSMUSG00000120636	lncRNA	Gm56508
18	55123334	55212486	+	ENSMUSG00000096948	lncRNA	Gm4221
18	68393258	68433404	-	ENSMUSG00000038121	protein_coding	Fam210a
18	68393991	68394044	-	ENSMUSG00000098253	miRNA	Mir7219
18	68433426	68457923	+	ENSMUSG00000009535	protein_coding	Rnmt
18	68470575	68475517	+	ENSMUSG00000007480	protein_coding	Mc5r
18	34866046	34884586	-	ENSMUSG00000044201	protein_coding	Cdc25c
18	34869412	34871067	+	ENSMUSG00000078240	protein_coding	Gm3550
18	34884796	34891747	+	ENSMUSG00000097755	lncRNA	2010110K18Rik
18	34891959	34906813	+	ENSMUSG00000034300	protein_coding	Fam53c
18	84029752	84105831	-	ENSMUSG00000046982	protein_coding	Tshz1
18	84104691	84104857	-	ENSMUSG00000120643	lncRNA	Gm56504
18	84115785	84120391	-	ENSMUSG00000118225	lncRNA	Gm31854
18	84128911	84130033	-	ENSMUSG00000117915	lncRNA	Gm50309
18	24097875	24104844	-	ENSMUSG00000024274	transcribed_unprocessed_pseudogene	Zscan30
18	24067013	24120329	-	ENSMUSG00000121479	lncRNA	
18	36654936	36657992	+	ENSMUSG00000118214	lncRNA	Gm50199
18	4293099	4294482	-	ENSMUSG00000117482	processed_pseudogene	Gm7400
18	4353067	4353542	+	ENSMUSG00000120299	lncRNA	Gm56490
18	4353558	4368920	+	ENSMUSG00000117401	lncRNA	4833419F23Rik
18	4353644	4380723	+	ENSMUSG00000117594	lncRNA	Gm50096
18	4373669	4379985	-	ENSMUSG00000097641	lncRNA	Gm26865
18	4375592	4397330	+	ENSMUSG00000024234	protein_coding	Mtpap
18	4399328	4400910	+	ENSMUSG00000117579	lncRNA	Gm50023
18	46690358	46707600	-	ENSMUSG00000056130	protein_coding	Ticam2
18	46693302	46730602	-	ENSMUSG00000033184	protein_coding	Tmed7
18	46730768	46749523	+	ENSMUSG00000057561	protein_coding	Eif1a
18	46763874	46776037	+	ENSMUSG00000117780	lncRNA	Gm3734
18	84106188	84115653	+	ENSMUSG00000049090	protein_coding	Zadh2
18	57467377	57471265	+	ENSMUSG00000117802	unprocessed_pseudogene	Gm18929
18	57487813	57526028	+	ENSMUSG00000024594	protein_coding	Prrc1
18	57506527	57685479	-	ENSMUSG00000086607	lncRNA	4930511M06Rik
18	57538409	57549222	+	ENSMUSG00000117864	lncRNA	Gm19500
18	57601588	57611205	+	ENSMUSG00000069372	protein_coding	Ctxn3
18	57637494	57666824	-	ENSMUSG00000085800	lncRNA	1700066O22Rik
18	57666852	57864137	+	ENSMUSG00000058925	protein_coding	Ccdc192
18	57765151	57771657	-	ENSMUSG00000118322	lncRNA	2210409D07Rik
18	57802525	57802630	-	ENSMUSG00000088776	snRNA	Gm26038
18	57814886	57814981	+	ENSMUSG00002074848	miRNA	Gm54373
18	57821718	57925432	-	ENSMUSG00000118391	lncRNA	Gm19519
18	58011750	58079893	+	ENSMUSG00000024597	protein_coding	Slc12a2
18	34822951	34853440	-	ENSMUSG00000024366	protein_coding	Gfra3
18	4331327	4353015	-	ENSMUSG00000024235	protein_coding	Map3k8
18	36637980	36648858	-	ENSMUSG00000024486	protein_coding	Hbegf
18	38675898	38676640	+	ENSMUSG00000120394	lncRNA	Gm56497
18	38715903	38716508	+	ENSMUSG00000118296	processed_pseudogene	Gm19100
18	38719300	38734468	-	ENSMUSG00000024427	protein_coding	Spry4
18	38727211	38727281	+	ENSMUSG00002075777	misc_RNA	Gm54690
18	38727418	38727536	+	ENSMUSG00002076038	misc_RNA	Gm54691
18	38734587	38922098	+	ENSMUSG00000118257	lncRNA	9630014M24Rik
18	38809771	39243587	+	ENSMUSG00000118193	lncRNA	Arhgap26
18	38847453	38847566	+	ENSMUSG00000099488	processed_pseudogene	Gm19774
18	38850581	38851181	-	ENSMUSG00000083766	processed_pseudogene	Gm15335
18	38904549	38905400	-	ENSMUSG00000081773	processed_pseudogene	Gm8302
18	38971726	39062525	-	ENSMUSG00000036585	protein_coding	Fgf1
18	39025511	39104329	+	ENSMUSG00000117994	lncRNA	Gm5820
18	39126198	39509337	+	ENSMUSG00000036452	protein_coding	Arhgap26
18	39126688	39127245	-	ENSMUSG00000086991	lncRNA	Gm15334
18	39379300	39435743	-	ENSMUSG00000086312	lncRNA	Gm15336
18	39474654	39475017	-	ENSMUSG00000082287	processed_pseudogene	Gm15333
18	39500091	39522478	-	ENSMUSG00000085289	lncRNA	Gm15337
18	44194665	44195271	+	ENSMUSG00000118199	processed_pseudogene	Gm8390
18	44204460	44216678	+	ENSMUSG00000055095	protein_coding	Spink6
18	44237474	44241610	+	ENSMUSG00000061144	protein_coding	Spink12
18	44249330	44252634	+	ENSMUSG00000110628	protein_coding	Gm37797
18	44289462	44292952	-	ENSMUSG00000069385	protein_coding	Gm10267
18	44299423	44308141	-	ENSMUSG00000053729	protein_coding	Spinkl
18	44323112	44329244	-	ENSMUSG00000073573	protein_coding	Spink11
18	44403194	44410767	+	ENSMUSG00000038071	protein_coding	Npy6r
18	44448719	44462339	+	ENSMUSG00000117919	lncRNA	Gm41717
18	44467141	44488791	+	ENSMUSG00000024471	protein_coding	Myot
18	44334343	44339088	+	ENSMUSG00000073572	unprocessed_pseudogene	Gm10542
18	76944100	76988037	+	ENSMUSG00000091519	protein_coding	Skor2
18	77017713	77029308	+	ENSMUSG00000090000	protein_coding	Ier3ip1
18	77031788	77063003	+	ENSMUSG00000025421	protein_coding	Hdhd2
18	77064844	77135004	-	ENSMUSG00000025420	protein_coding	Katnal2
18	77151602	77152864	-	ENSMUSG00000119947	lncRNA	Gm56494
18	77152904	77241496	+	ENSMUSG00000025423	protein_coding	Pias2
18	77271965	77274059	-	ENSMUSG00000073532	lncRNA	Gm7276
18	77273535	77346467	+	ENSMUSG00000025425	protein_coding	St8sia5
18	77306050	77307023	-	ENSMUSG00000082784	processed_pseudogene	Gm15957
18	35669636	35670000	+	ENSMUSG00000062742	processed_pseudogene	Gm5239
18	35686424	35691369	+	ENSMUSG00000117869	lncRNA	Snhg4
18	35686457	35720761	+	ENSMUSG00000117694	protein_coding	Snhg4
18	35687545	35687685	+	ENSMUSG00002076696	snoRNA	Gm54507
18	35687620	35687689	+	ENSMUSG00000105743	miRNA	Mir1949
18	35690085	35690280	+	ENSMUSG00000065649	snoRNA	Snora74a
18	35690185	35690295	+	ENSMUSG00002075136	miRNA	Gm54508
18	35695191	35726888	+	ENSMUSG00000037236	protein_coding	Matr3
18	35707960	35710119	+	ENSMUSG00000102496	TEC	Gm36989
18	35717572	35731626	-	ENSMUSG00000118030	lncRNA	Gm50163
18	35731670	35750240	+	ENSMUSG00000037058	protein_coding	Paip2
18	35747657	35760297	-	ENSMUSG00000024354	protein_coding	Slc23a1
18	35780320	35782420	-	ENSMUSG00000024353	protein_coding	Mzb1
18	35780321	35795216	-	ENSMUSG00000117874	protein_coding	Gm50318
18	35783404	35788291	-	ENSMUSG00000073600	protein_coding	Prob1
18	35789742	35795239	-	ENSMUSG00000024352	protein_coding	Spata24
18	35804156	35841467	-	ENSMUSG00000024350	protein_coding	Dnajc18
18	35836278	35863922	+	ENSMUSG00000073598	protein_coding	Smim33
18	35846139	35855409	-	ENSMUSG00000073599	protein_coding	Ecscr
18	35866732	35873607	-	ENSMUSG00000024349	protein_coding	Sting1
18	35903371	35903721	+	ENSMUSG00000091842	processed_pseudogene	Gm16490
18	35904611	35942547	+	ENSMUSG00000091896	protein_coding	Ube2d2a
18	35932895	35991494	+	ENSMUSG00000117841	lncRNA	Gm50371
18	35962450	35994741	+	ENSMUSG00000046668	protein_coding	Cxxc5
18	35963442	35964146	-	ENSMUSG00000100320	lncRNA	Gm29417
18	35995304	36010364	+	ENSMUSG00000117840	lncRNA	Gm50399
18	36007367	36009090	+	ENSMUSG00000118080	lncRNA	Gm41693
18	36021822	36023390	-	ENSMUSG00000118358	lncRNA	Gm36315
18	36043369	36051573	+	ENSMUSG00000118347	lncRNA	C330008A17Rik
18	36056348	36062637	+	ENSMUSG00000118122	lncRNA	Gm50405
18	36075451	36093320	+	ENSMUSG00000120345	lncRNA	Gm56493
18	36085877	36085960	+	ENSMUSG00002075971	miRNA	Gm54526
18	36097883	36147768	+	ENSMUSG00000024347	protein_coding	Psd2
18	70373500	70377653	-	ENSMUSG00000024512	protein_coding	Dynap
18	70565426	70566927	-	ENSMUSG00000110495	unitary_pseudogene	Gm45879
18	70585283	70605580	-	ENSMUSG00000044906	protein_coding	4930503L19Rik
18	70400800	70409309	-	ENSMUSG00000118497	unprocessed_pseudogene	Gm36255
18	62637226	62681766	-	ENSMUSG00000042211	protein_coding	Fbxo38
18	62681982	62801141	+	ENSMUSG00000044176	protein_coding	Spink10
18	62699481	62712223	-	ENSMUSG00000110576	protein_coding	Gm36368
18	62725265	62729398	-	ENSMUSG00000060201	protein_coding	Spink7
18	62804332	62805907	+	ENSMUSG00000117712	processed_pseudogene	Gm19159
18	31482236	31483257	-	ENSMUSG00000117502	processed_pseudogene	Gm7941
18	31523047	31523156	-	ENSMUSG00002075774	miRNA	Gm54417
18	31570861	31580459	-	ENSMUSG00000024261	protein_coding	Syt4
18	31573371	31582152	+	ENSMUSG00000096934	lncRNA	Gm26658
18	31599288	31599420	-	ENSMUSG00000077169	snoRNA	Gm25396
18	31652752	31653815	-	ENSMUSG00000117576	processed_pseudogene	Gm5241
18	31689164	31742964	-	ENSMUSG00000024259	protein_coding	Slc25a46
18	31742565	31747100	+	ENSMUSG00000092124	lncRNA	B930094E09Rik
18	31767424	31856114	+	ENSMUSG00000024260	protein_coding	Sap130
18	31871768	31872092	+	ENSMUSG00000117533	processed_pseudogene	Gm50060
18	31892879	31915796	+	ENSMUSG00000041915	protein_coding	Ammecr1l
18	31914279	31922098	-	ENSMUSG00000097748	lncRNA	Gm26533
18	31922212	31929754	+	ENSMUSG00000024258	protein_coding	Polr2d
18	31952915	31953572	-	ENSMUSG00000091561	processed_pseudogene	Gm6665
18	73992456	74014404	+	ENSMUSG00000064036	protein_coding	Mro
18	74061557	74198430	-	ENSMUSG00000024558	protein_coding	Mapk4
18	74150978	74153159	+	ENSMUSG00000090263	lncRNA	D730045A05Rik
18	74328370	74340889	-	ENSMUSG00000036223	protein_coding	Ska1
18	74349195	74354567	+	ENSMUSG00000024560	protein_coding	Cxxc1
18	74373961	74374595	+	ENSMUSG00000118151	processed_pseudogene	Gm5690
18	24691659	24691779	+	ENSMUSG00002075893	miRNA	Gm54386
18	24712938	24736874	-	ENSMUSG00000024270	protein_coding	Slc39a6
18	24735923	24772564	+	ENSMUSG00000024271	protein_coding	Elp2
18	24786748	24834632	+	ENSMUSG00000039616	protein_coding	Mocos
18	24819225	24819339	-	ENSMUSG00002076538	rRNA	Gm54389
18	24841437	24842405	-	ENSMUSG00000054745	lncRNA	Gm9955
18	24894220	24894496	+	ENSMUSG00002076216	misc_RNA	Gm54395
18	79713097	79713408	+	ENSMUSG00000117787	processed_pseudogene	Gm50177
18	79743501	79744472	-	ENSMUSG00000117709	processed_pseudogene	Gm50178
18	79902870	79905114	-	ENSMUSG00000117963	processed_pseudogene	Gm19062
18	79918802	79919797	-	ENSMUSG00000098165	processed_pseudogene	Gm26977
18	79977547	79978776	+	ENSMUSG00000117669	processed_pseudogene	Gm5509
18	79979367	79980168	+	ENSMUSG00000117722	processed_pseudogene	Gm18910
18	80002221	80002754	+	ENSMUSG00000117813	processed_pseudogene	Gm5823
18	80055605	80056234	+	ENSMUSG00000117759	transcribed_processed_pseudogene	AA684185
18	80056473	80056734	+	ENSMUSG00000118176	processed_pseudogene	Gm50179
18	80059500	80059745	+	ENSMUSG00000118357	processed_pseudogene	Gm36627
18	80062769	80063014	+	ENSMUSG00000118304	processed_pseudogene	Gm36718
18	80063394	80063646	+	ENSMUSG00000117949	processed_pseudogene	Gm50180
18	80066025	80066270	+	ENSMUSG00000117857	processed_pseudogene	Gm50190
18	80069308	80069553	+	ENSMUSG00000117851	processed_pseudogene	Gm50192
18	80072571	80072816	+	ENSMUSG00000117933	processed_pseudogene	Gm50193
18	80090105	80162854	+	ENSMUSG00000056214	protein_coding	Pard6g
18	80130021	80130775	+	ENSMUSG00000118269	TEC	Gm50195
18	80169526	80194697	-	ENSMUSG00000053950	protein_coding	Adnp2
18	80201136	80205777	-	ENSMUSG00000118373	lncRNA	Gm41787
18	80205967	80206729	+	ENSMUSG00000117904	processed_pseudogene	Gm7447
18	80229454	80236784	+	ENSMUSG00000118061	lncRNA	Rbfaos
18	80231983	80232285	-	ENSMUSG00000118244	processed_pseudogene	Gm46629
18	80235480	80243873	-	ENSMUSG00000024570	protein_coding	Rbfa
18	80249980	80255956	+	ENSMUSG00000024571	protein_coding	Naa12
18	80250010	80269070	+	ENSMUSG00000057130	protein_coding	Txnl4a
18	80272973	80290317	-	ENSMUSG00000078963	protein_coding	Hsbp1l1
18	80296507	80335940	+	ENSMUSG00000034006	protein_coding	Slc66a2
18	80337761	80407469	-	ENSMUSG00000059852	protein_coding	Kcng2
18	80345375	80346895	-	ENSMUSG00000102959	TEC	Gm37015
18	80366550	80369820	+	ENSMUSG00000097593	lncRNA	Gm26676
18	80405996	80409041	+	ENSMUSG00000102260	TEC	D330025C20Rik
18	80451174	80512910	-	ENSMUSG00000033323	protein_coding	Ctdp1
18	80512072	80519751	+	ENSMUSG00000118070	lncRNA	Gm50209
18	80513339	80513846	+	ENSMUSG00000120406	lncRNA	Gm9456
18	80585107	80587761	-	ENSMUSG00000118319	transcribed_processed_pseudogene	Gm2176
18	75421726	75430400	-	ENSMUSG00000102047	transcribed_processed_pseudogene	2010010A06Rik
18	75500600	75529006	+	ENSMUSG00000025880	protein_coding	Smad7
18	75446742	75500211	-	ENSMUSG00000092569	lncRNA	Gm20544
19	56265950	56266077	-	ENSMUSG00000077223	snoRNA	Gm22271
19	23112264	23113081	+	ENSMUSG00000044387	lncRNA	2410080I02Rik
19	23118590	23145498	+	ENSMUSG00000033863	protein_coding	Klf9
19	23126795	23126915	+	ENSMUSG00000080626	miRNA	Mir1192
19	56275569	56309254	+	ENSMUSG00000025075	protein_coding	Habp2
19	23183815	23251261	-	ENSMUSG00000024943	protein_coding	Smc5
19	23259460	23277726	+	ENSMUSG00000117837	lncRNA	Gm41821
19	23273693	23273799	+	ENSMUSG00000118919	snRNA	Gm24263
19	23279973	23425806	-	ENSMUSG00000033207	protein_coding	Mamdc2
19	23395707	23408292	+	ENSMUSG00000118092	lncRNA	Gm50445
19	23414620	23415091	-	ENSMUSG00000117850	processed_pseudogene	Gm50443
19	23536117	23630176	-	ENSMUSG00000033053	protein_coding	Cfap95
19	23583262	23583643	+	ENSMUSG00000117944	processed_pseudogene	Gm50422
19	23597113	23597683	+	ENSMUSG00000044424	processed_pseudogene	Gm9493
19	23620773	23620874	+	ENSMUSG00000088027	snoRNA	Gm22144
19	23643955	23644947	+	ENSMUSG00000098010	processed_pseudogene	Gm21542
19	23653212	23653844	+	ENSMUSG00000051255	processed_pseudogene	Gm6563
19	23664793	23709032	+	ENSMUSG00000074925	protein_coding	Ptar1
19	23722866	23725365	-	ENSMUSG00000117685	lncRNA	Gm50299
19	23736251	23926960	+	ENSMUSG00000024897	protein_coding	Apba1
19	23777902	23778181	+	ENSMUSG00000118287	processed_pseudogene	Gm50300
19	23907189	23918958	-	ENSMUSG00000118340	lncRNA	Gm50301
19	23950114	24008383	-	ENSMUSG00000071604	protein_coding	Entrep1
19	23982144	23982372	+	ENSMUSG00000117820	processed_pseudogene	Gm50305
19	24042157	24043816	+	ENSMUSG00000096796	lncRNA	1700021P04Rik
19	24071869	24202394	-	ENSMUSG00000024812	protein_coding	Tjp2
19	24124261	24124588	-	ENSMUSG00000118277	transcribed_processed_pseudogene	Gm50310
19	24131434	24131965	+	ENSMUSG00000118371	processed_pseudogene	Gm50308
19	24238817	24257969	-	ENSMUSG00000059363	protein_coding	Fxn
19	24267080	24268190	+	ENSMUSG00000082107	processed_pseudogene	Gm16216
19	24272158	24533236	-	ENSMUSG00000024867	protein_coding	Pip5k1b
19	24393373	24407693	+	ENSMUSG00000085003	lncRNA	Pip5k1bos
19	24453866	24454720	-	ENSMUSG00000074922	protein_coding	Fam122a
19	24651372	24659597	+	ENSMUSG00000048572	protein_coding	Tmem252
19	24660380	24839219	-	ENSMUSG00000041731	protein_coding	Pgm5
19	24669764	24670734	-	ENSMUSG00000097950	processed_pseudogene	Gm17800
19	24833560	24833821	+	ENSMUSG00000117934	unprocessed_pseudogene	Gm50342
19	24853050	24853995	+	ENSMUSG00000058927	protein_coding	Gm10053
19	24876600	24878561	-	ENSMUSG00000051490	protein_coding	Foxd4
19	56308467	56378469	-	ENSMUSG00000049134	protein_coding	Nrap
19	56352694	56354673	+	ENSMUSG00000090990	lncRNA	Gm17197
19	24897280	24938974	-	ENSMUSG00000024878	protein_coding	Cbwd1
19	24919599	24919667	-	ENSMUSG00000119558	miRNA	Mir3084-1
19	24919600	24919731	-	ENSMUSG00002075381	snoRNA	Gm54426
19	56385561	56430776	+	ENSMUSG00000025076	protein_coding	Casp7
19	24976898	25179796	+	ENSMUSG00000052085	protein_coding	Dock8
19	25143449	25143580	-	ENSMUSG00000065634	snoRNA	Gm24252
19	25214339	25411860	+	ENSMUSG00000032702	protein_coding	Kank1
19	25323778	25324567	-	ENSMUSG00000118238	processed_pseudogene	Gm34432
19	25431324	25431427	-	ENSMUSG00000064843	snRNA	Gm26207
19	25471201	25471927	+	ENSMUSG00000117720	processed_pseudogene	Gm5249
19	25482982	25581693	+	ENSMUSG00000024837	protein_coding	Dmrt1
19	25587665	25601285	+	ENSMUSG00000042372	protein_coding	Dmrt3
19	25649775	25656355	+	ENSMUSG00000048138	protein_coding	Dmrt2
19	25773174	25774171	-	ENSMUSG00000098105	processed_pseudogene	Gm8825
19	26015816	26023831	-	ENSMUSG00000118016	lncRNA	1700048O14Rik
19	26223424	26227330	-	ENSMUSG00000117950	lncRNA	Gm50376
19	26237769	26237893	-	ENSMUSG00000084589	snRNA	Gm25176
19	26255246	26286107	-	ENSMUSG00000118005	lncRNA	Gm50377
19	26439744	26445179	-	ENSMUSG00000117707	lncRNA	Gm50378
19	26460957	26461850	-	ENSMUSG00000118001	lncRNA	Gm34808
19	26508152	26508329	+	ENSMUSG00000117803	processed_pseudogene	Gm50379
19	56536693	56591935	+	ENSMUSG00000025078	protein_coding	Nhlrc2
19	26550396	26562072	+	ENSMUSG00000114682	lncRNA	Gm48775
19	56644943	56653043	-	ENSMUSG00000117890	lncRNA	Gm32441
19	56710631	56721545	+	ENSMUSG00000035283	protein_coding	Adrb1
19	56743431	56743778	-	ENSMUSG00000067063	processed_pseudogene	Mif-ps9
19	56775913	56810622	-	ENSMUSG00000035173	protein_coding	Ccdc186
19	5181768	5183000	-	ENSMUSG00000117729	processed_pseudogene	Gm5242
19	5183186	5323147	-	ENSMUSG00000024855	protein_coding	Pacs1
19	5251226	5251331	-	ENSMUSG00002076406	miRNA	Gm54439
19	5308778	5308990	+	ENSMUSG00000118104	processed_pseudogene	Gm50189
19	5323960	5345483	-	ENSMUSG00000024853	protein_coding	Sf3b2
19	5345224	5346056	+	ENSMUSG00000118243	lncRNA	Gm50203
19	5348359	5358766	+	ENSMUSG00000047658	protein_coding	Gal3st3
19	5371634	5371826	+	ENSMUSG00000118009	processed_pseudogene	Gm50208
19	5374042	5375851	+	ENSMUSG00000117807	processed_pseudogene	Gm7074
19	5385769	5394308	+	ENSMUSG00000038498	protein_coding	Catsper1
19	5394733	5399602	-	ENSMUSG00000024846	protein_coding	Cst6
19	5409615	5410548	-	ENSMUSG00000118610	unprocessed_pseudogene	Gm52999
19	56814641	56858444	+	ENSMUSG00000025081	protein_coding	Tdrd1
19	5414666	5417196	-	ENSMUSG00000024844	protein_coding	Banf1
19	5416769	5421554	+	ENSMUSG00000024841	protein_coding	Eif1ad
19	56862681	56900510	+	ENSMUSG00000025082	protein_coding	Vwa2
19	5427551	5438731	-	ENSMUSG00000039148	protein_coding	Sart1
19	5438364	5439629	+	ENSMUSG00000117959	lncRNA	D330050I16Rik
19	5440077	5452554	-	ENSMUSG00000039330	protein_coding	Tsga10ip
19	5465593	5465787	-	ENSMUSG00000051133	processed_pseudogene	Gm6293
19	5472833	5475007	-	ENSMUSG00000024914	protein_coding	Drap1
19	5475172	5477341	+	ENSMUSG00000047423	protein_coding	AI837181
19	5485928	5485993	+	ENSMUSG00002076078	snoRNA	Gm54444
19	5486026	5486753	+	ENSMUSG00000117771	processed_pseudogene	Gm25432
19	5489377	5489549	-	ENSMUSG00000117845	processed_pseudogene	Gm31070
19	5497575	5505974	+	ENSMUSG00000024912	protein_coding	Fosl1
19	5503208	5507922	-	ENSMUSG00000095098	protein_coding	Ccdc85b
19	56900793	56996660	-	ENSMUSG00000025083	protein_coding	Afap1l2
19	5510643	5515079	+	ENSMUSG00000024911	protein_coding	Fibp
19	5515071	5518535	-	ENSMUSG00000024910	protein_coding	Ctsw
19	5523982	5532545	+	ENSMUSG00000024909	protein_coding	Efemp2
19	5532373	5538430	-	ENSMUSG00000024906	protein_coding	Mus81
19	5538772	5539226	-	ENSMUSG00000117966	TEC	1700061A03Rik
19	5540483	5545229	+	ENSMUSG00000056201	protein_coding	Cfl1
19	5542263	5560566	-	ENSMUSG00000056185	protein_coding	Snx32
19	5552795	5553815	-	ENSMUSG00000100937	protein_coding	Nscme3l
19	5599164	5610674	-	ENSMUSG00000024922	protein_coding	Ovol1
